Supplier_Reliability,Equipment_Height,Equipment_Width,Equipment_Weight,Equipment_Value,Base_Transport_Fee,Location_State,Location_Zip,Order_Year,Order_Month,Order_Day,Order_Dow,Order_Quarter,Delivery_Year,Delivery_Month,Delivery_Day,Delivery_Dow,Delivery_Quarter,Delivery_Time,Equipment_Area,Equipment_Density,Equipment_Cost_per_Area,Equipment_Cost_per_Weight,Equipment_Type_Brass,Equipment_Type_Bronze,Equipment_Type_Clay,Equipment_Type_Marble,Equipment_Type_Stone,Equipment_Type_Unknown,Equipment_Type_Wood,CrossBorder_Shipping_Yes,Urgent_Shipping_Yes,Installation_Service_Yes,Transport_Method_Roadways,Transport_Method_Unknown,Transport_Method_Waterways,Fragile_Equipment_Yes,Hospital_Info_Working Class,Rural_Hospital_Unknown,Rural_Hospital_Yes,Location_Is_Military_Yes,Transport_Cost,Transport_Cost_Log,Target_Shift_Value
0.61,31.0,12.723800013414873,507253.0,1377.26,45.19,50,2232,2019,4,17,2,2,2019,4,21,6,2,4,394.4378004158611,1286.0151827872387,3.49170388473908,0.002715134262389774,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,-12359.84,13.263559699260856,588184.2
0.39,7.0,4.0,1637.0,10.28,24.23,17,862,2015,11,28,5,4,2015,12,2,2,4,4,28.0,58.464285714285715,0.3671428571428571,0.006279780085522296,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,259.68,13.285238539443757,588184.2
0.74,16.0,8.0,724.0,6.54,16.13,26,1534,2018,3,27,1,1,2018,3,29,3,1,2,128.0,5.65625,0.05109375,0.009033149171270719,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,573.76,13.285772142880614,588184.2
0.73,18.0,6.0,1041.0,6.34,17.46,24,4290,2019,5,24,4,2,2019,5,24,4,2,0,108.0,9.63888888888889,0.0587037037037037,0.006090297790585975,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,421.34,13.285513225830892,588184.2
0.15,18.0,6.0,84383.0,201.25,47.23,1,1935,2017,4,18,1,2,2017,4,22,5,2,4,108.0,781.324074074074,1.8634259259259258,0.002384959055733975,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,984.07,13.28646880674543,588184.2
0.22,36.0,10.0,3003.0,5.54,11.85,20,4812,2015,2,2,0,1,2015,2,3,1,1,1,360.0,8.341666666666667,0.01538888888888889,0.0018448218448218448,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,-174.92,13.284499709721135,588184.2
0.74,24.0,10.0,352969.0,1638.53,52.01,14,69,2018,12,16,6,4,2018,12,20,3,4,4,240.0,1470.7041666666667,6.827208333333333,0.004642135711634732,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,6164.25,13.295222725027674,588184.2
0.49,23.0,13.0,1606547.0,3950.18,38.36,0,2807,2019,4,14,6,2,2019,4,16,1,2,2,299.0,5373.066889632107,13.211304347826086,0.0024588013920538894,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,20060.83,13.318334733702972,588184.2
0.56,28.0,18.0,1382831.0,1422.22,60.02,11,427,2016,2,29,0,1,2016,3,2,2,1,2,504.0,2743.7123015873017,2.8218650793650792,0.0010284843194866184,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,5276.03,13.293727166551038,588184.2
0.65,19.0,7.0,227.0,6.29,10.96,41,5331,2017,2,19,6,1,2017,2,20,0,1,1,133.0,1.7067669172932332,0.04729323308270677,0.027709251101321587,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,316.56,13.285335196332202,588184.2
0.23,11.0,6.0,-44342.79040615374,4.06,12.0,44,2211,2016,2,8,0,1,2016,2,11,3,1,3,66.0,-671.8604606992991,0.06151515151515151,-9.155941614888915e-05,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,101.29,13.284969336114951,588184.2
0.04,17.0,11.0,9861.0,11.09,37.29,25,2604,2019,3,4,0,1,2019,3,6,2,1,2,187.0,52.73262032085562,0.0593048128342246,0.0011246323902241151,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,320.21,13.285341398503427,588184.2
0.17,14.0,7.0,171.0,6.48,13.91,45,1583,2015,11,6,4,4,2015,11,6,4,4,0,98.0,1.7448979591836735,0.06612244897959184,0.037894736842105266,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,150.76,13.285053424260694,588184.2
0.05,20.0,6.0,81599.0,45.12,39.26,50,3235,2019,3,18,0,1,2019,3,21,3,1,3,120.0,679.9916666666667,0.376,0.0005529479527935391,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,569.57,13.285765026190772,588184.2
0.460924541128484,16.0,7.0,4313.0,18.31,13.32,38,4163,2019,5,22,2,2,2019,5,26,6,2,4,112.0,38.50892857142857,0.16348214285714285,0.0042453048921864125,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,274.74,13.285264131997623,588184.2
0.38,44.0,11.0,645.0,4.82,10.86,4,767,2019,2,17,6,1,2019,2,21,3,1,4,484.0,1.3326446280991735,0.009958677685950414,0.007472868217054264,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,132.07,13.28502165619254,588184.2
0.7,31.0,18.0,3148.0,8.48,12.46,40,788,2018,10,31,2,4,2018,10,31,2,4,0,558.0,5.641577060931899,0.015197132616487455,0.002693773824650572,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,1065.58,13.28660714451409,588184.2
0.72,24.0,11.0,210797.0,1157.62,63.36,26,3306,2019,4,9,1,2,2019,4,10,2,2,1,264.0,798.4734848484849,4.384924242424242,0.005491634131415532,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,4095.07,13.29173523088802,588184.2
0.43,11.0,7.0,80.0,3.63,16.24,2,198,2017,3,9,3,1,2017,3,10,4,1,1,77.0,1.0389610389610389,0.04714285714285714,0.045375,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,159.16,13.285067701715423,588184.2
0.31,17.0,7.840018877505952,16338.034140312579,6.26,14.06,4,1426,2017,10,23,0,4,2017,10,24,1,4,1,133.2803209176012,122.58399460497513,0.04696867442171124,0.0003831550323765105,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,False,True,254.44,13.285229634576863,588184.2
0.32,28.0,16.0,836.0,6.91,17.16,6,261,2018,6,27,2,2,2018,6,28,3,2,1,448.0,1.8660714285714286,0.015424107142857144,0.00826555023923445,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,206.68,13.285148467478235,588184.2
0.460924541128484,42.0,13.0,52647.0,109.47,56.94,16,2892,2019,8,11,6,3,2019,8,13,1,3,2,546.0,96.42307692307692,0.20049450549450548,0.002079320759017608,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,2738.36,13.28944194792156,588184.2
0.23,15.43959231670763,6.0,147030.0,429.17,73.37,52,1951,2015,9,14,0,3,2015,9,16,2,3,2,92.63755390024578,1587.153306728341,4.6327864017452365,0.0029189281099095423,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,-2241.22,13.280979466719815,588184.2
0.39,38.0,10.0,48755.0,112.76,75.96,18,2603,2015,10,12,0,4,2015,10,16,4,4,4,380.0,128.30263157894737,0.2967368421052632,0.002312788431955697,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,846.26,13.28623487377099,588184.2
0.69,23.0,10.0,530923.0,349.52,33.31,21,3441,2019,7,22,0,3,2019,7,23,1,3,1,230.0,2308.3608695652174,1.5196521739130433,0.0006583252185345143,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,4509.4,13.292434536885766,588184.2
0.35,33.0,17.0,4174934.0,7808.66,37.93,14,2316,2019,4,8,0,2,2019,4,8,0,2,0,561.0,7441.95008912656,13.919180035650623,0.001870367292033838,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,59708.44,13.381481826060188,588184.2
0.5,21.0,8.0,467.0,4.46,20.11,14,2690,2019,8,4,6,3,2019,8,8,3,3,4,168.0,2.7797619047619047,0.02654761904761905,0.00955032119914347,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,295.23,13.285298951093857,588184.2
0.460924541128484,17.0,6.0,433.0,6.97,19.75,15,1855,2019,8,4,6,3,2019,8,7,2,3,3,102.0,4.245098039215686,0.06833333333333333,0.016096997690531176,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,616.43,13.285844614735362,588184.2
0.12,19.0,7.0,109618.0,83.45,46.89,35,2390,2016,8,18,3,3,2016,8,18,3,3,0,133.0,824.1954887218045,0.6274436090225564,0.0007612800817384007,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,-566.43,13.283833666270656,588184.2
0.17,20.0,12.0,274778.0,584.95,86.54,49,4512,2019,7,3,2,3,2019,7,5,4,3,2,240.0,1144.9083333333333,2.437291666666667,0.002128809438892488,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1631.1,13.287566411468378,588184.2
0.96,25.0,8.0,14938.0,138.5,63.15,43,2967,2018,3,13,1,1,2018,3,14,2,1,1,200.0,74.69,0.6925,0.009271656178872673,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,3008.86,13.289899601204354,588184.2
0.75,27.9770134645603,13.0,10515.0,52.42,99.59,48,678,2017,1,5,3,1,2017,1,6,4,1,1,363.7011750392839,28.91109713589531,0.1441293116370549,0.00498525915359011,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,2992.84,13.289872503135987,588184.2
0.3,16.0,7.0,3187.0,7.89,18.6,8,876,2015,7,31,4,3,2015,7,31,4,3,0,112.0,28.455357142857142,0.07044642857142856,0.0024756824599937244,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,231.4,13.285190479412078,588184.2
0.28,9.0,5.0,48.0,5.05,15.75,53,3214,2016,12,8,3,4,2016,12,8,3,4,0,45.0,1.0666666666666667,0.11222222222222222,0.10520833333333333,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,146.42,13.28504604749588,588184.2
0.460924541128484,23.0,11.0,2560.0,6.68,10.39,20,3419,2017,1,2,0,1,2017,1,3,1,1,1,253.0,10.118577075098814,0.026403162055335966,0.0026093749999999997,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,344.4,13.285382501783783,588184.2
0.13,3.0,2.0,36.0,6.87,21.96,42,4757,2019,1,6,6,1,2019,1,10,3,1,4,6.0,6.0,1.145,0.19083333333333333,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,146.67,13.285046472426206,588184.2
0.460924541128484,38.0,21.0,4352.0,21.31,15.92,35,3999,2018,6,23,5,2,2018,6,27,2,2,4,798.0,5.453634085213032,0.02670426065162907,0.004896599264705882,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,240.02,13.28520512878951,588184.2
0.52,32.0,22.0,9773200.0,37746.96,90.52,23,3095,2018,10,10,2,4,2018,10,10,2,4,0,704.0,13882.386363636364,53.61784090909091,0.003862292800720337,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,286307.31,13.68139900850989,588184.2
0.74,6.0,4.0,767.0,4.22,15.02,9,1393,2018,9,19,2,3,2018,9,19,2,3,0,24.0,31.958333333333332,0.1758333333333333,0.005501955671447197,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,283.46,13.285278950228738,588184.2
0.41,10.0,5.0,93.0,4.31,17.43,17,4313,2017,4,22,5,2,2017,4,24,0,2,2,50.0,1.86,0.0862,0.046344086021505373,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,186.95,13.285114934842126,588184.2
0.83,16.0,6.0,1065.0,4.69,24.87,26,2580,2018,3,3,5,1,2018,3,6,1,1,3,96.0,11.09375,0.04885416666666667,0.004403755868544601,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,689.96,13.285969487706826,588184.2
0.21,23.0,9.0,7359.0,4.12,44.97,42,1898,2018,8,15,2,3,2018,8,16,3,3,1,207.0,35.55072463768116,0.01990338164251208,0.0005598586764506047,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,325.9,13.285351067016911,588184.2
0.89,18.0,8.0,6537.0,10.74,61.43,28,1767,2016,8,30,1,3,2016,8,30,1,3,0,144.0,45.395833333333336,0.07458333333333333,0.001642955484167049,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,1724.53,13.287724804176207,588184.2
0.94,34.0,9.0,31146.0,75.01,68.52,8,2678,2017,1,25,2,1,2017,1,27,4,1,2,306.0,101.7843137254902,0.24513071895424837,0.0024083349386759137,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,12692.3,13.306146365786732,588184.2
0.32,27.979511311009183,13.0,695.0,5.5,13.92,3,3715,2017,3,23,3,1,2017,3,27,0,1,4,363.7336470431194,1.910738821249633,0.015120954700536664,0.007913669064748202,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,139.82,13.285034829269975,588184.2
0.31,3.0,2.0,17.0,5.02,21.44,40,2477,2018,7,31,1,3,2018,8,2,3,3,2,6.0,2.8333333333333335,0.8366666666666666,0.2952941176470588,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,-176.03,13.284497821997254,588184.2
0.49,40.0,16.0,867.0,6.21,11.77,49,187,2019,1,5,5,1,2019,1,8,1,1,3,640.0,1.3546875,0.009703125,0.007162629757785467,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,298.9,13.285305187475508,588184.2
0.13,13.0,7.0,89.0,3.48,17.79,40,2019,2015,9,29,1,3,2015,10,2,4,4,3,91.0,0.978021978021978,0.03824175824175824,0.03910112359550562,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,145.42,13.285044347772773,588184.2
0.6,32.0,19.0,6897.0,10.38,63.89,42,625,2019,3,31,6,1,2019,4,2,1,2,2,608.0,11.34375,0.01707236842105263,0.0015050021748586344,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1634.8,13.287572684588321,588184.2
0.51,33.0,17.0,341826.36985194846,114.49,27.48,51,1417,2015,4,8,2,2,2015,4,8,2,2,0,561.0,609.3161672940258,0.2040819964349376,0.0003349361257576114,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,684.19,13.285959689317185,588184.2
0.68,40.0,8.0,20765.0,46.67,90.77,28,1251,2016,10,22,5,4,2016,10,22,5,4,0,320.0,64.890625,0.14584375,0.002247531904647243,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,2314.7,13.28872474527153,588184.2
0.04,37.0,12.0,1546212.0,1538.25,31.59,4,3727,2018,1,4,3,1,2018,1,7,6,1,3,444.0,3482.4594594594596,3.464527027027027,0.0009948506414385607,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,2745.18,13.289453489110821,588184.2
0.38,13.0,6.0,1034.0,4.63,20.25,25,2372,2015,7,2,3,3,2015,7,2,3,3,0,78.0,13.256410256410257,0.05935897435897436,0.0044777562862669245,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,218.73,13.285168946816958,588184.2
0.7,38.0,26.0,19093.0,61.14,58.3,10,560,2015,2,8,6,1,2015,2,8,6,1,0,988.0,19.324898785425102,0.06188259109311741,0.0032022207091604252,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,4509.2,13.292434199443797,588184.2
0.21,17.0,6.0,538.0,5.95,14.28,39,3762,2015,5,12,1,2,2015,5,15,4,2,3,102.0,5.2745098039215685,0.058333333333333334,0.011059479553903346,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,159.67,13.285068568554324,588184.2
0.75,30.0,12.0,3155.0,7.75,21.02,28,3312,2016,9,8,3,3,2016,9,12,0,3,4,360.0,8.76388888888889,0.021527777777777778,0.002456418383518225,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,899.66,13.286325526958846,588184.2
0.82,8.0,5.0,12281.0,45.66,50.39,27,1613,2017,12,13,2,4,2017,12,16,5,4,3,40.0,307.025,1.1415,0.003717938278641804,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,939.27,13.286392764586331,588184.2
0.56,41.0,18.0,96338.0,676.29,48.03,25,3152,2015,2,14,5,1,2015,2,14,5,1,0,738.0,130.53929539295393,0.9163821138211382,0.007019971350868816,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,6369.1,13.29556732820018,588184.2
0.07,17.0,8.0,5220.0,6.46,44.66,11,1915,2018,10,18,3,4,2018,10,19,4,4,1,136.0,38.38235294117647,0.0475,0.0012375478927203066,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,302.3,13.285310965015086,588184.2
0.35,31.0,15.0,3579266.0,5835.84,90.87,31,3750,2016,2,26,4,1,2016,2,29,0,1,3,465.0,7697.3462365591395,12.550193548387098,0.0016304571942962608,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,47985.1,13.363221573774593,588184.2
0.81,22.0,14.0,848953.0,4108.99,88.58,27,4978,2015,6,9,1,2,2015,6,12,4,2,3,308.0,2756.340909090909,13.340876623376623,0.004840067706928416,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,43497.87,13.356143075831113,588184.2
0.12,32.0,12.913552327309228,28817.0,71.9,58.97,33,2416,2017,12,12,1,4,2017,12,16,5,4,4,413.2336744738953,69.73536229032666,0.17399356451658698,0.002495055002255613,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,617.43,13.285846313098784,588184.2
0.91,21.825546819087624,9.484070811117203,69339.01897756773,4.19,24.1,2,4911,2017,12,19,1,4,2017,12,21,3,4,2,206.99503152358085,334.9791464423079,0.020242031749069668,6.0427736962294374e-05,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,290.3,13.285290573549933,588184.2
0.14,42.0,9.0,16993.0,42.68,59.66,41,758,2015,3,5,3,1,2015,3,7,5,1,2,378.0,44.955026455026456,0.1129100529100529,0.002511622432766433,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,487.02,13.28562480518202,588184.2
0.25,35.0,19.0,2311.0,13.18,18.3,40,3127,2018,6,30,5,2,2018,7,1,6,3,1,665.0,3.475187969924812,0.019819548872180452,0.005703158805711813,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,228.68,13.285185856826164,588184.2
0.56,21.0,8.0,240.0,3.33,18.89,4,490,2016,10,9,6,4,2016,10,9,6,4,0,168.0,1.4285714285714286,0.019821428571428573,0.013875,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,295.83,13.285299970668449,588184.2
0.2,38.0,8.0,26123.288247013756,6.35,22.16,17,3438,2017,3,3,4,1,2017,3,7,1,1,4,304.0,85.93186923359788,0.02088815789473684,0.00024307812783583592,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,182.85,13.285107966439075,588184.2
0.69,58.0,16.0,8186224.0,21707.94,43.33,51,3390,2017,11,8,2,4,2017,11,12,6,4,4,928.0,8821.362068965518,23.39217672413793,0.0026517647208285527,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,94967.69,13.434473964160965,588184.2
0.02,20.0,11.0,15983.0,24.08,68.15,22,463,2018,1,13,5,1,2018,1,13,5,1,0,220.0,72.65,0.10945454545454544,0.0015066007633110178,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,402.38,13.285481013641451,588184.2
0.47,16.0,6.0,399.0,4.47,23.5,34,1026,2018,12,25,1,4,2018,12,29,5,4,4,96.0,4.15625,0.0465625,0.011203007518796992,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,269.99,13.285256060047693,588184.2
0.23,48.0,20.0,48276.0,23.71,45.75,32,1780,2017,11,9,3,4,2017,11,10,4,4,1,960.0,50.2875,0.024697916666666667,0.0004911343110448256,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,524.43,13.28568835295968,588184.2
0.460924541128484,6.0,5.0,165.0,4.46,13.47,23,3565,2018,1,19,4,1,2018,1,19,4,1,0,30.0,5.5,0.14866666666666667,0.02703030303030303,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,121.97,13.285004488437636,588184.2
0.17,28.0,12.0,1590458.0,4401.71,38.21,46,2968,2016,3,2,2,1,2016,3,6,6,1,4,336.0,4733.505952380952,13.10032738095238,0.0027675738686592163,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,6849.68,13.296375304658312,588184.2
0.7,33.0,13.74881945257645,1255108.0,9366.86,51.54,14,645,2017,7,26,2,3,2017,7,29,5,3,3,453.7110419350229,2766.315747236646,20.64499016830508,0.007462991232626994,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,787603.32,14.134537593803156,588184.2
0.66,26.0,10.896070647064656,43625.0,418.78,78.24,39,2354,2018,8,11,5,3,2018,8,12,6,3,1,283.29783682368105,153.989880364499,1.478232254419367,0.009599541547277936,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,3769.42,13.291185255522562,588184.2
0.64,29.0,13.0,2994.0,5.25,13.41,6,4219,2017,3,28,1,1,2017,3,29,2,1,1,377.0,7.941644562334218,0.013925729442970823,0.0017535070140280561,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,337.86,13.285371389281815,588184.2
0.460924541128484,13.0,7.0,51068.0,153.97,71.73,30,2453,2019,2,26,1,1,2019,3,1,4,1,3,91.0,561.1868131868132,1.691978021978022,0.003014999608365317,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,-687.11,13.283628273931336,588184.2
0.47,50.0,15.0,1149.0,5.14,12.16,6,4885,2017,3,30,3,1,2017,4,1,5,2,2,750.0,1.532,0.006853333333333333,0.004473455178416014,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,206.1,13.285147481740148,588184.2
0.48,45.0,20.0,135200.0,816.98,44.18,16,2105,2015,3,23,0,1,2015,3,25,2,1,2,900.0,150.22222222222223,0.9077555555555555,0.006042751479289941,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,13015.79,13.306684583566188,588184.2
0.45,36.0,18.0,750.0,4.58,15.72,51,1048,2015,10,13,1,4,2015,10,14,2,4,1,648.0,1.1574074074074074,0.007067901234567901,0.0061066666666666665,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,217.68,13.285167162326944,588184.2
0.41,3.0,2.0,76.0,6.67,24.58,51,208,2019,3,18,0,1,2019,3,18,0,1,0,6.0,12.666666666666666,1.1116666666666666,0.08776315789473683,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,244.14,13.28521213050432,588184.2
0.68,24.0,6.0,972.0,5.1,23.97,26,3915,2016,9,27,1,3,2016,9,30,4,3,3,144.0,6.75,0.035416666666666666,0.005246913580246914,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,432.85,13.285532780298405,588184.2
0.56,35.0,14.057135793753675,457402.0,1074.35,62.7,17,815,2016,4,16,5,2,2016,4,19,1,2,3,491.9997527813786,929.6793289309798,2.1836393086103647,0.0023488091438165987,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,3740.76,13.291136838476975,588184.2
0.460924541128484,16.0,6.0,193.0,5.43,12.69,33,325,2018,8,5,6,3,2018,8,7,1,3,2,96.0,2.0104166666666665,0.056562499999999995,0.028134715025906733,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,217.62,13.28516706035599,588184.2
0.34,9.0,4.0,5329.0,8.99,98.43,35,3299,2015,11,12,3,4,2015,11,12,3,4,0,36.0,148.02777777777777,0.24972222222222223,0.0016869956839932446,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,753.6,13.286077552311633,588184.2
0.460924541128484,39.0,23.0,85079.0,428.46,43.47,21,2748,2017,10,1,6,4,2017,10,2,0,4,1,897.0,94.84838350055742,0.47765886287625414,0.0050360253411535156,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1978.07,13.288154506413106,588184.2
0.4,10.099942193229385,3.0,13.0,6.59,10.5,3,4825,2018,3,6,1,1,2018,3,6,1,1,0,30.299826579688155,0.4290453599069344,0.2174929939835921,0.5069230769230769,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,144.41,13.285042631049501,588184.2
0.78,36.0,10.0,2538444.0,11033.1,35.8,7,462,2019,3,17,6,1,2019,3,20,2,1,3,360.0,7051.233333333334,30.6475,0.0043464027569645024,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,25113.62,13.326607567594614,588184.2
0.31,19.039784343664152,8.0,181.0,4.93,19.23,44,3983,2015,9,8,1,3,2015,9,9,2,3,1,152.31827474931322,1.1883012744064454,0.03236643802665069,0.02723756906077348,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,182.74,13.285107779481251,588184.2
0.3,22.548975032647576,10.0,288400.0,1242.04,99.16,0,4162,2015,10,23,4,4,2015,10,24,5,4,1,225.48975032647576,1278.9938326794877,5.508188279962659,0.004306657420249653,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,2772.61,13.28949990636118,588184.2
0.63,46.0,26.0,6107028.0,24123.24,98.96,50,4125,2018,3,16,4,1,2018,3,17,5,1,1,1196.0,5106.210702341137,20.169933110367893,0.00395007849972196,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,116210.65,13.465095764047934,588184.2
0.73,18.0,10.0,90251.6121575957,23.61,26.55,50,350,2015,10,10,5,4,2015,10,14,2,4,4,180.0,501.39784531997606,0.13116666666666665,0.00026160197514004134,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,500.49,13.285647686924072,588184.2
0.71,17.0,7.0,6252.0,40.39,51.8,31,1700,2018,11,13,1,4,2018,11,13,1,4,0,119.0,52.53781512605042,0.33941176470588236,0.006460332693538068,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-1120.9,13.282889632845233,588184.2
0.15,18.0,11.0,682.0,6.6,19.44,47,1405,2018,10,9,1,4,2018,10,10,2,4,1,198.0,3.4444444444444446,0.03333333333333333,0.009677419354838708,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,150.84,13.285053560237413,588184.2
0.44,17.0,7.83490063866805,1298.0,4.45,13.72,24,5181,2015,6,30,1,2,2015,7,4,5,3,4,133.19331085735686,9.745234138597926,0.033410086222465926,0.003428351309707242,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,246.03,13.285215342439612,588184.2
0.75,5.0,4.0,64.0,3.2,13.7,44,603,2015,6,25,3,2,2015,6,26,4,2,1,20.0,3.2,0.16,0.05,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,248.88,13.285220185814595,588184.2
0.94,7.0,5.0,197.0,5.1,15.22,0,2697,2015,3,5,3,1,2015,3,6,4,1,1,35.0,5.628571428571429,0.1457142857142857,0.025888324873096447,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True,410.98,13.285495624784234,588184.2
0.49,18.0,9.0,1525.0,6.61,19.4,18,2427,2016,12,2,4,4,2016,12,4,6,4,2,162.0,9.41358024691358,0.040802469135802474,0.004334426229508197,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,307.25,13.285319376373325,588184.2
